pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_masse,st_teff,st_rad,st_mass
Kepler-32 d,Kepler-32,Transit,2012,22.780782,,39.9089,,0.574,0.509
HD 118203 b,HD 118203,Radial Velocity,2005,6.1349779,12.778238,680.152791,5742,2.04,1.27
HD 118203 c,HD 118203,Radial Velocity,2024,5103,,3747.196919,5742,2.04,1.27
Kepler-953 b,Kepler-953,Transit,2016,,4.60975453,,5328.63,1,
TIC 88785435 b,TIC 88785435,Transit,2025,10.508843,5.03,,3998,0.911,0.724
KOI-134 b,KOI-134,Transit,2025,67.1277,12.03844527,346.4329636,6160,1.667,1.407
KOI-134 c,KOI-134,Transit Timing Variations,2025,33.95,,69.92224954,6160,1.667,1.407
TRAPPIST-1 b,TRAPPIST-1,Transit,2016,1.5108261,,,2566,0.1192,0.0898
TRAPPIST-1 c,TRAPPIST-1,Transit,2016,2.4219371,,,2566,0.1192,0.0898
TOI-1846 b,TOI-1846,Transit,2025,3.9306737,1.792,,3568,0.397,0.418
TOI-5882 b,TOI-5882,Transit,2025,7.148972,11.46678726,6995.403238,5920,2.26,1.334
TOI-5882 b,TOI-5882,Transit,2025,7.148973,11.83668362,7720.052006,6060,2.334,1.549
Kepler-2000 b,Kepler-2000,Transit,2023,6.38,3.2,,,,
Kepler-2000 c,Kepler-2000,Transit,2023,20.62,1.85,,,,
Kepler-45 b,Kepler-45,Transit,2011,2.46,11.54,,,,
Kepler-138 c,Kepler-138,Transit,2014,13.78,1.5,,,,
Kepler-138 d,Kepler-138,Transit,2014,23.09,1.33,,,,
Kepler-138 b,Kepler-138,Transit,2014,10.31,0.64,,,,
Kepler-551 b,Kepler-551,Transit,2016,12.38,2.69,,,,
Kepler-568 b,Kepler-568,Transit,2016,11.02,2.31,,,,
Kepler-186 c,Kepler-186,Transit,2014,7.27,1.4,,,,
Kepler-186 d,Kepler-186,Transit,2014,13.34,1.55,,,,
Kepler-186 b,Kepler-186,Transit,2014,3.89,1.19,,,,
Kepler-186 e,Kepler-186,Transit,2014,22.41,1.41,,,,
Kepler-186 f,Kepler-186,Transit,2014,129.95,1.21,,,,
Kepler-617 b,Kepler-617,Transit,2016,1.68,1.45,,,,
Kepler-622 b,Kepler-622,Transit,2016,14.28,2.1,,,,
Kepler-205 b,Kepler-205,Transit,2014,2.76,1.48,,,,
Kepler-205 c,Kepler-205,Transit,2014,20.31,1.71,,,,
